station,valid,tmpc,dwpc,relh,sknt,drct,p01m,mslp
SEA,2024-01-19 07:53:00,3.33,-1.11,72.64,7.0,100.0,0.0001,1018.0
SEA,2024-01-19 08:53:00,3.89,-1.67,67.06,4.0,,0.25,1018.0
SEA,2024-01-19 09:53:00,3.33,-1.11,72.64,15.0,100.0,0.0001,1017.5
SEA,2024-01-19 10:53:00,3.33,-0.56,75.65,12.0,90.0,0.25,1016.4
SEA,2024-01-19 11:53:00,3.89,-0.56,72.75,11.0,80.0,0.0,1016.0
SEA,2024-01-19 12:53:00,3.89,-0.56,72.75,6.0,60.0,0.0,1015.3
SEA,2024-01-19 13:53:00,3.33,0.0,78.77,8.0,50.0,0.0,1014.4
SEA,2024-01-19 14:53:00,5.0,-1.67,62.04,11.0,110.0,0.0,1015.0
SEA,2024-01-19 15:53:00,4.44,-3.33,57.01,9.0,110.0,0.0,1015.1
SEA,2024-01-19 16:53:00,5.0,-2.78,57.15,7.0,140.0,0.0,1014.4
SEA,2024-01-19 17:53:00,5.56,-2.22,57.3,5.0,160.0,0.0,1015.1
SEA,2024-01-19 18:53:00,6.67,-1.11,57.59,10.0,90.0,0.0,1014.4
SEA,2024-01-19 19:53:00,6.67,-1.67,55.29,8.0,160.0,0.0,1014.5
SEA,2024-01-19 20:53:00,6.11,1.11,70.3,5.0,190.0,0.0001,1014.2
SEA,2024-01-19 21:53:00,6.67,-0.56,59.97,8.0,150.0,0.0001,1013.3
SEA,2024-01-19 22:53:00,7.78,-1.11,53.37,6.0,120.0,0.0,1012.3
SEA,2024-01-19 23:53:00,7.78,-1.11,53.37,6.0,120.0,0.0,1011.3
